,worker_id,gender,english_first_language,age_group,education
1659,1842,female,0,18-30,hs
1660,116,female,0,30-45,masters
1661,2315,female,0,30-45,bachelors
1662,701,male,0,30-45,bachelors
1663,4227,male,1,18-30,bachelors
1664,1705,male,0,30-45,bachelors
1665,2619,female,0,18-30,hs
1666,1899,male,0,18-30,bachelors
1667,1636,female,0,18-30,hs
1668,2569,male,0,45-60,professional
1669,681,male,0,18-30,hs
1670,4064,male,0,30-45,bachelors
1671,460,male,0,30-45,masters
1672,889,male,0,18-30,masters
1673,1152,male,0,18-30,masters
1674,1202,male,0,18-30,bachelors
1675,3694,female,1,,hs
1676,3238,male,1,30-45,bachelors
1677,3845,male,0,30-45,bachelors
1678,924,female,0,18-30,hs
1679,1253,female,0,30-45,bachelors
1680,696,male,1,18-30,doctorate
1681,1567,female,1,45-60,bachelors
1682,951,female,1,30-45,doctorate
1683,413,female,0,18-30,professional
1684,310,male,0,45-60,hs
1685,2873,male,0,18-30,hs
1686,2977,male,0,18-30,bachelors
1687,3787,female,1,30-45,bachelors
1688,3003,male,0,18-30,hs
1689,2708,male,0,30-45,professional
1690,1301,female,0,30-45,bachelors
1691,3496,female,0,45-60,hs
1692,216,female,0,18-30,hs
1693,1234,male,1,18-30,professional
1694,3523,male,0,30-45,masters
1695,4107,male,0,18-30,professional
1696,2517,male,0,30-45,masters
1697,139,male,0,18-30,hs
1698,2969,female,0,30-45,bachelors
1699,3049,female,1,45-60,masters
1700,2926,male,0,30-45,hs
1701,1406,male,1,18-30,hs
1702,2005,male,0,30-45,hs
1703,26,male,0,18-30,bachelors
1704,4043,male,0,45-60,masters
1705,1424,female,0,18-30,hs
1706,2701,female,1,45-60,masters
1707,3064,male,0,45-60,hs
1708,417,male,0,Under 18,bachelors
1709,1642,male,0,30-45,masters
1710,1988,female,0,18-30,masters
1711,3799,male,0,18-30,masters
1712,2769,male,1,18-30,bachelors
1713,4104,female,0,30-45,bachelors
1714,314,female,0,18-30,bachelors
1715,1251,male,1,18-30,hs
1716,2140,female,0,Over 60,masters
1717,746,male,0,18-30,bachelors
1718,3657,male,0,18-30,hs
1719,2991,female,1,30-45,masters
1720,675,female,0,30-45,masters
1721,2234,female,0,30-45,bachelors
1722,2744,male,0,18-30,hs
1723,2929,female,0,30-45,hs
1724,711,female,0,30-45,masters
1725,1414,male,0,30-45,masters
1726,1508,female,1,45-60,hs
1727,3392,female,1,45-60,hs
1728,3585,male,0,Under 18,hs
1729,837,male,1,45-60,hs
1730,76,male,0,18-30,hs
1731,1581,male,0,45-60,professional
1732,172,female,1,18-30,hs
1733,2286,female,0,30-45,bachelors
1734,441,male,0,18-30,bachelors
1735,3509,male,0,18-30,hs
1736,1130,female,1,18-30,masters
1737,2138,female,0,Over 60,some
1738,1994,female,0,18-30,hs
1739,980,male,0,30-45,bachelors
1740,966,male,0,30-45,some
1741,1851,male,0,30-45,masters
1742,2278,female,0,30-45,hs
1743,479,male,1,30-45,masters
1744,1004,female,0,18-30,masters
1745,2801,female,0,18-30,masters
1746,3768,female,1,18-30,hs
1747,183,male,0,18-30,professional
1748,1522,female,0,30-45,hs
1749,1901,female,1,18-30,bachelors
1750,3510,female,1,30-45,bachelors
1751,3578,female,0,18-30,hs
1752,1000,female,1,18-30,bachelors
1753,1367,female,1,30-45,hs
1754,4156,female,0,18-30,professional
1755,3849,male,0,30-45,masters
1756,450,male,0,18-30,bachelors
1757,1332,female,0,30-45,bachelors
1758,2238,male,0,30-45,bachelors
1759,3793,male,1,18-30,masters
1760,3036,male,0,30-45,masters
1761,858,male,0,18-30,hs
1762,3433,female,0,30-45,masters
1763,1848,male,0,30-45,masters
1764,2493,male,0,30-45,hs
1765,1125,male,0,18-30,bachelors
1766,519,male,0,30-45,professional
1767,3048,male,0,30-45,hs
1768,3775,male,0,,hs
1769,648,male,0,18-30,hs
1770,2480,female,1,45-60,hs
1771,2427,female,0,18-30,professional
1772,1190,male,1,18-30,hs
1773,3542,female,0,18-30,professional
1774,1042,female,1,30-45,hs
1775,3025,female,0,30-45,professional
1776,215,female,0,30-45,hs
1777,4254,male,0,30-45,hs
1778,2649,male,0,30-45,hs
1779,1049,male,1,30-45,bachelors
1780,2165,male,0,30-45,bachelors
1781,1529,male,0,18-30,some
1782,2572,male,0,45-60,hs
1783,3732,female,1,30-45,hs
1784,2382,female,0,30-45,professional
1785,1664,female,0,18-30,hs
1786,876,female,0,18-30,professional
1787,2269,male,0,30-45,masters
1788,767,male,0,Under 18,bachelors
1789,277,female,0,30-45,bachelors
1790,2137,female,1,,masters
1791,4065,female,0,45-60,bachelors
1792,3895,male,0,18-30,hs
1793,385,male,0,18-30,masters
1794,2211,male,1,45-60,hs
1795,1204,male,0,18-30,bachelors
1796,1132,male,0,30-45,hs
1797,1628,male,1,30-45,bachelors
1798,1409,male,0,18-30,hs
1799,3146,male,0,18-30,bachelors
1800,264,male,0,30-45,hs
1801,1969,female,0,18-30,masters
1802,1079,female,0,30-45,hs
1803,520,male,1,18-30,hs
1804,1455,female,1,18-30,masters
1805,3938,female,0,30-45,bachelors
1806,684,male,0,30-45,bachelors
1807,3157,male,0,Under 18,bachelors
1808,1142,female,0,18-30,bachelors
1809,2013,male,0,30-45,masters
1810,2784,male,0,30-45,bachelors
1811,897,female,0,18-30,bachelors
1812,1609,female,1,30-45,hs
1813,1100,female,0,30-45,professional
1814,1156,male,1,18-30,hs
1815,2777,female,0,18-30,professional
1816,2866,male,0,30-45,masters
1817,1675,male,0,30-45,professional
1818,1802,male,0,30-45,professional
1819,3117,other,0,Under 18,hs
1820,2242,female,0,30-45,hs
1821,863,male,0,18-30,hs
1822,2806,male,0,18-30,hs
1823,2531,male,1,18-30,hs
1824,3404,male,0,45-60,professional
1825,2942,male,0,30-45,bachelors
1826,3483,male,0,18-30,bachelors
1827,1738,female,0,18-30,hs
1828,532,male,0,18-30,bachelors
1829,3927,male,0,18-30,professional
1830,2846,male,0,18-30,hs
1831,1383,male,0,45-60,bachelors
1832,1849,male,0,18-30,bachelors
1833,2827,female,1,Over 60,hs
1834,1647,male,0,18-30,bachelors
1835,77,male,0,18-30,bachelors
1836,561,female,0,30-45,bachelors
1837,1484,male,0,30-45,professional
1838,2824,male,0,30-45,bachelors
1839,847,male,0,18-30,bachelors
1840,1808,male,0,30-45,bachelors
1841,2445,female,0,18-30,professional
1842,819,female,0,18-30,hs
1843,2116,male,0,Under 18,hs
1844,3044,female,0,18-30,hs
1845,7,male,0,18-30,bachelors
1846,1737,male,0,18-30,hs
1847,1720,male,0,18-30,professional
1848,818,female,1,30-45,bachelors
1849,579,male,0,18-30,masters
1850,3564,male,0,18-30,bachelors
1851,1418,female,1,30-45,masters
1852,2332,male,0,Over 60,bachelors
1853,2838,male,0,18-30,hs
1854,2374,male,0,18-30,hs
1855,1103,female,1,18-30,professional
1856,4214,male,0,30-45,bachelors
1857,3776,male,0,18-30,professional
1858,1866,male,1,18-30,bachelors
1859,3338,male,1,30-45,bachelors
1860,3670,male,1,18-30,bachelors
1861,3865,female,0,30-45,hs
1862,2298,female,0,18-30,bachelors
1863,2190,male,0,30-45,professional
1864,3492,male,1,18-30,professional
1865,3854,male,0,18-30,hs
1866,169,male,0,18-30,bachelors
1867,3574,male,1,18-30,bachelors
1868,3441,male,0,18-30,bachelors
1869,852,male,0,18-30,professional
1870,396,male,0,30-45,hs
1871,953,female,0,18-30,hs
1872,2114,female,1,30-45,masters
1873,3629,male,0,Under 18,bachelors
1874,522,male,0,18-30,hs
1875,1868,female,0,30-45,bachelors
1876,1639,male,1,18-30,bachelors
1877,1993,male,0,18-30,professional
1878,188,male,0,18-30,hs
1879,3896,male,1,18-30,masters
1880,89,male,0,30-45,masters
1881,683,male,0,18-30,professional
1882,2441,male,0,18-30,some
1883,3172,male,0,18-30,professional
1884,3432,female,0,18-30,professional
1885,3904,female,0,30-45,bachelors
1886,660,male,0,18-30,hs
1887,866,female,0,18-30,bachelors
1888,2022,male,0,30-45,hs
1889,905,male,0,18-30,hs
1890,1302,male,0,30-45,hs
1891,1264,male,0,18-30,bachelors
1892,1684,male,0,18-30,some
1893,3032,male,1,30-45,masters
1894,2084,female,0,30-45,bachelors
1895,2745,male,0,45-60,hs
1896,2722,female,0,30-45,bachelors
1897,1506,male,1,18-30,masters
1898,788,female,0,18-30,professional
1899,4222,male,0,18-30,bachelors
1900,416,male,0,30-45,hs
1901,985,male,0,30-45,bachelors
1902,2194,male,0,30-45,professional
1903,3310,female,0,30-45,professional
1904,3042,female,0,18-30,some
1905,414,male,0,18-30,bachelors
1906,2201,female,1,30-45,hs
1907,1407,male,0,30-45,professional
1908,1477,female,1,45-60,hs
1909,2970,male,0,18-30,some
1910,2735,male,0,45-60,hs
1911,1712,male,1,45-60,masters
1912,1366,female,0,30-45,hs
1913,3910,male,0,30-45,bachelors
1914,3019,male,1,18-30,bachelors
1915,1192,male,0,18-30,bachelors
1916,4140,female,0,30-45,bachelors
1917,2093,male,0,45-60,hs
1918,1538,female,0,18-30,professional
1919,3682,male,0,30-45,masters
1920,4003,male,0,45-60,bachelors
1921,2795,male,0,18-30,masters
1922,3573,male,1,18-30,professional
1923,3484,male,0,18-30,hs
1924,4087,female,0,30-45,bachelors
1925,1758,male,1,18-30,bachelors
1926,2951,male,1,18-30,hs
1927,2820,female,0,45-60,some
1928,289,male,0,45-60,hs
1929,309,female,0,45-60,bachelors
1930,1597,male,0,18-30,masters
1931,2620,male,0,18-30,bachelors
1932,3803,male,0,18-30,hs
1933,2063,female,0,30-45,professional
1934,2239,male,0,18-30,bachelors
1935,1164,male,0,18-30,masters
1936,254,male,0,18-30,hs
1937,3161,male,0,18-30,hs
1938,1850,male,0,30-45,hs
1939,1709,male,0,Under 18,hs
1940,2605,male,0,18-30,bachelors
1941,874,male,0,18-30,bachelors
1942,3986,male,0,18-30,masters
1943,153,female,0,30-45,bachelors
1944,1843,male,0,18-30,bachelors
1945,2661,female,0,Over 60,doctorate
1946,3279,male,0,Under 18,hs
1947,2831,female,0,18-30,bachelors
1948,1656,male,0,,hs
1949,2529,male,0,30-45,hs
1950,3570,female,0,45-60,professional
1951,637,female,0,30-45,bachelors
1952,2776,male,0,30-45,hs
1953,432,male,0,18-30,bachelors
1954,3015,female,0,18-30,bachelors
1955,1511,male,0,18-30,bachelors
1956,2218,male,0,18-30,professional
1957,2828,male,0,18-30,masters
1958,4238,male,0,18-30,masters
1959,4151,male,1,30-45,hs
1960,1416,female,0,18-30,professional
1961,1498,female,0,18-30,masters
1962,427,male,0,18-30,bachelors
1963,3325,female,0,30-45,professional
1964,1894,male,0,18-30,hs
1965,2879,male,1,30-45,professional
1966,3596,male,0,18-30,hs
1967,3380,male,0,18-30,bachelors
1968,2900,male,1,30-45,bachelors
1969,1088,female,0,30-45,masters
1970,976,male,0,30-45,professional
1971,720,male,0,30-45,bachelors
1972,2145,female,0,18-30,bachelors
1973,3548,male,0,45-60,hs
1974,1492,male,0,18-30,bachelors
1975,518,male,0,18-30,hs
1976,2216,male,0,30-45,hs
1977,4075,female,1,18-30,bachelors
1978,1219,male,0,30-45,bachelors
1979,1274,male,0,18-30,professional
1980,3546,male,0,30-45,professional
1981,3606,male,0,Under 18,hs
1982,3357,female,0,30-45,bachelors
1983,240,male,0,18-30,professional
1984,3343,male,0,30-45,bachelors
1985,1520,male,0,18-30,bachelors
1986,963,female,1,30-45,hs
1987,3027,female,0,30-45,hs
1988,4278,male,0,18-30,hs
1989,2174,female,0,30-45,bachelors
1990,438,male,0,18-30,hs
1991,1532,male,0,18-30,hs
1992,182,male,0,18-30,hs
1993,806,male,0,18-30,bachelors
1994,1494,male,0,18-30,bachelors
1995,2329,female,1,18-30,hs
1996,4113,male,0,18-30,hs
1997,2338,male,0,18-30,hs
1998,3002,female,0,18-30,masters
1999,2019,male,0,18-30,masters
2000,670,male,0,,bachelors
2001,1677,male,0,30-45,professional
2002,3072,male,0,18-30,bachelors
2003,1111,male,0,18-30,hs
2004,506,male,0,30-45,bachelors
2005,687,female,0,18-30,bachelors
2006,3755,male,1,18-30,bachelors
2007,4252,female,0,18-30,some
2008,1221,female,0,18-30,professional
2009,3409,female,1,45-60,hs
2010,2351,male,1,18-30,professional
2011,3040,male,0,18-30,bachelors
2012,835,male,0,18-30,masters
2013,1340,male,0,18-30,bachelors
2014,4178,male,0,45-60,hs
2015,2858,female,1,30-45,masters
2016,231,male,0,18-30,bachelors
2017,526,female,0,18-30,bachelors
2018,3470,female,0,18-30,masters
2019,129,male,0,30-45,bachelors
2020,288,male,0,18-30,hs
2021,3035,female,0,18-30,bachelors
2022,2683,male,1,30-45,hs
2023,504,male,0,30-45,bachelors
2024,1149,male,0,30-45,masters
2025,3827,female,0,18-30,bachelors
2026,2379,female,0,18-30,bachelors
2027,2665,female,0,18-30,hs
2028,3684,female,0,45-60,bachelors
2029,2424,female,0,18-30,bachelors
2030,4240,male,0,30-45,bachelors
2031,1436,male,1,30-45,bachelors
2032,2999,male,0,30-45,masters
2033,3839,male,1,18-30,bachelors
2034,959,male,1,18-30,masters
2035,1711,male,0,30-45,professional
2036,2474,female,1,30-45,hs
2037,1345,male,1,30-45,bachelors
2038,1820,male,0,18-30,bachelors
2039,848,male,1,30-45,bachelors
2040,2850,male,0,30-45,hs
2041,3108,male,0,18-30,professional
2042,4174,male,0,30-45,hs
2043,1223,male,1,30-45,professional
2044,528,male,0,18-30,bachelors
2045,2369,female,0,18-30,bachelors
2046,2574,female,0,Under 18,hs
2047,1713,male,0,18-30,hs
2048,3308,female,0,30-45,bachelors
2049,291,female,0,30-45,hs
2050,1968,female,0,18-30,bachelors
2051,335,female,0,18-30,hs
2052,1906,male,0,30-45,hs
2053,1564,male,0,30-45,hs
2054,2339,male,0,30-45,hs
2055,2337,male,0,18-30,masters
2056,207,male,0,Under 18,hs
2057,3033,female,1,30-45,masters
2058,999,male,0,18-30,hs
2059,2974,male,0,18-30,hs
2060,3107,female,0,18-30,bachelors
2061,3551,male,0,18-30,bachelors
2062,2081,male,0,18-30,bachelors
2063,1191,male,0,45-60,bachelors
2064,4219,male,0,30-45,professional
2065,1282,male,1,18-30,bachelors
2066,2425,male,0,18-30,masters
2067,3843,male,0,18-30,bachelors
2068,1668,male,1,18-30,bachelors
2069,2691,male,0,18-30,hs
2070,1753,male,0,18-30,professional
2071,3011,male,0,18-30,hs
2072,4044,male,0,30-45,professional
2073,1363,male,0,30-45,professional
2074,2393,female,0,30-45,bachelors
2075,620,male,0,30-45,masters
2076,851,male,0,18-30,masters
2077,3729,male,0,30-45,bachelors
2078,2309,male,0,18-30,bachelors
2079,1920,male,1,18-30,hs
2080,2842,male,0,30-45,hs
2081,372,male,0,30-45,bachelors
2082,3092,male,0,18-30,hs
2083,2857,female,0,18-30,hs
2084,658,male,0,18-30,hs
2085,3055,female,0,18-30,hs
2086,2213,female,0,18-30,masters
2087,3336,male,0,18-30,hs
2088,977,female,0,30-45,hs
2089,600,male,0,18-30,bachelors
2090,3297,male,0,18-30,hs
2091,3162,female,0,30-45,masters
2092,3455,male,0,30-45,masters
2093,2421,female,1,18-30,hs
2094,3102,male,0,30-45,professional
2095,195,male,0,30-45,bachelors
2096,2267,female,0,45-60,hs
2097,3608,male,0,30-45,bachelors
2098,1148,male,1,30-45,bachelors
2099,400,female,0,30-45,bachelors
2100,482,male,0,Under 18,hs
2101,1298,female,1,18-30,bachelors
2102,1658,male,0,18-30,bachelors
2103,3235,female,0,30-45,bachelors
2104,850,male,1,30-45,hs
2105,1289,female,0,18-30,hs
2106,1577,female,1,45-60,bachelors
2107,3826,female,0,30-45,masters
2108,1307,male,0,30-45,hs
2109,1623,female,1,30-45,bachelors
2110,1883,female,1,18-30,hs
2111,2564,male,0,18-30,hs
2112,14,male,1,30-45,bachelors
2113,278,male,0,18-30,hs
2114,2118,male,0,18-30,bachelors
2115,1650,male,0,18-30,masters
2116,1523,male,0,Under 18,hs
2117,2834,female,1,30-45,masters
2118,1461,male,0,30-45,hs
2119,933,male,0,,some
2120,463,female,0,18-30,bachelors
2121,443,male,0,18-30,hs
2122,2275,male,1,30-45,bachelors
2123,3569,male,0,18-30,hs
2124,2581,male,0,18-30,some
2125,4273,female,0,18-30,bachelors
2126,1878,male,1,18-30,professional
2127,909,male,1,18-30,hs
2128,612,male,1,18-30,bachelors
2129,3640,male,1,18-30,masters
2130,3715,female,0,Over 60,professional
2131,4256,female,0,18-30,bachelors
2132,3500,male,0,18-30,hs
2133,3881,male,0,18-30,masters
2134,4122,female,1,30-45,hs
2135,2451,male,1,18-30,bachelors
2136,1112,female,0,18-30,hs
2137,1774,female,0,18-30,professional
2138,3615,male,0,30-45,masters
2139,1696,male,0,30-45,hs
2140,2170,male,0,18-30,hs
2141,3884,female,0,30-45,bachelors
2142,744,male,0,18-30,hs
2143,3065,male,1,18-30,masters
2144,2953,male,0,30-45,professional
2145,421,male,0,18-30,masters
2146,2289,male,1,30-45,bachelors
2147,2444,male,0,30-45,hs
2148,904,male,0,18-30,hs
2149,1018,male,0,18-30,professional
2150,3918,male,0,30-45,bachelors
2151,3637,male,0,18-30,bachelors
2152,3272,male,0,30-45,hs
2153,3450,female,0,30-45,hs
2154,313,male,0,18-30,hs
2155,3256,female,1,30-45,hs
2156,3207,male,0,18-30,bachelors
2157,2233,male,0,30-45,hs
2158,2466,male,1,18-30,bachelors
2159,3618,male,0,30-45,bachelors
2160,2808,female,0,30-45,hs
2161,66,male,0,30-45,masters
2162,358,male,0,30-45,hs
2163,3281,female,0,45-60,hs
2164,2636,male,1,18-30,masters
2165,2195,male,1,18-30,hs
2166,935,female,0,30-45,hs
2167,3237,male,0,18-30,masters
2168,4037,male,0,18-30,bachelors
2169,2522,male,0,,bachelors
2170,590,male,0,30-45,hs
2171,2719,male,0,45-60,professional
2172,171,male,1,30-45,some
2173,1781,male,0,18-30,masters
2174,1314,female,0,30-45,masters
2175,946,female,0,30-45,hs
2176,3990,male,0,18-30,bachelors
2177,354,male,0,30-45,bachelors
2178,1094,male,0,30-45,masters
2179,773,male,1,30-45,bachelors
2180,2643,male,0,30-45,bachelors
2181,764,male,0,30-45,bachelors
2182,3365,female,0,18-30,masters
2183,1559,male,0,18-30,masters
2184,4149,female,1,18-30,bachelors
2185,3961,male,0,30-45,professional
2186,3351,male,0,30-45,hs
2187,3329,male,0,30-45,hs
2188,880,male,1,30-45,masters
2189,780,female,0,30-45,bachelors
2190,1117,female,0,18-30,bachelors
2191,710,male,0,18-30,hs
2192,2291,male,0,30-45,masters
2193,3103,female,0,18-30,bachelors
2194,998,male,0,18-30,bachelors
2195,3977,female,0,18-30,bachelors
2196,46,female,0,18-30,bachelors
2197,993,female,0,18-30,bachelors
2198,2709,male,0,30-45,bachelors
2199,1471,female,1,45-60,bachelors
2200,916,male,0,30-45,masters
2201,2198,male,0,18-30,bachelors
2202,802,female,0,30-45,professional
2203,2589,female,1,30-45,some
2204,576,male,0,30-45,masters
2205,2783,female,0,18-30,bachelors
2206,3024,male,1,30-45,bachelors
2207,491,male,0,30-45,hs
2208,2206,male,0,18-30,bachelors
2209,3486,female,1,45-60,hs
2210,4019,female,1,45-60,bachelors
2211,2867,male,1,18-30,hs
2212,2223,male,0,18-30,hs
2213,47,male,0,18-30,bachelors
2214,3192,male,0,45-60,masters
2215,1346,male,0,18-30,hs
2216,376,female,0,18-30,bachelors
2217,1434,male,0,18-30,professional
2218,2702,female,0,Over 60,masters
2219,1695,male,0,30-45,hs
2220,3553,male,0,18-30,some
2221,2558,male,0,30-45,bachelors
2222,1168,male,0,18-30,hs
2223,17,male,0,18-30,professional
2224,2107,male,0,18-30,hs
2225,1952,male,0,18-30,hs
2226,795,male,0,18-30,professional
2227,2994,male,0,18-30,masters
2228,2541,male,0,18-30,hs
2229,865,male,0,18-30,hs
2230,2103,male,0,30-45,professional
2231,1151,male,0,18-30,bachelors
2232,3332,male,0,30-45,bachelors
2233,2825,female,0,18-30,hs
2234,1392,male,0,18-30,masters
2235,2746,male,0,45-60,bachelors
2236,1605,female,0,30-45,masters
2237,1922,male,0,18-30,hs
2238,1832,male,0,18-30,bachelors
2239,3339,male,0,18-30,bachelors
2240,3686,female,0,18-30,masters
2241,834,male,0,30-45,bachelors
2242,2303,male,0,18-30,professional
2243,4013,male,0,30-45,masters
2244,1127,male,0,18-30,bachelors
2245,3046,female,0,30-45,professional
2246,820,male,1,30-45,masters
2247,23,male,1,30-45,professional
2248,3701,female,0,18-30,bachelors
2249,1613,male,0,18-30,professional
2250,412,male,0,30-45,bachelors
2251,2927,female,0,18-30,professional
2252,3071,male,0,18-30,professional
2253,2899,male,0,18-30,bachelors
2254,987,female,1,30-45,bachelors
2255,4069,female,1,30-45,hs
2256,512,male,0,45-60,professional
2257,2959,male,0,18-30,professional
2258,2232,male,1,30-45,masters
2259,2188,male,0,18-30,bachelors
2260,3122,female,0,30-45,masters
2261,1876,female,0,45-60,hs
2262,2598,female,0,30-45,bachelors
2263,1241,female,0,18-30,hs
2264,1137,male,1,18-30,bachelors
2265,1586,female,0,18-30,hs
2266,1933,male,0,30-45,bachelors
2267,3472,female,0,18-30,bachelors
2268,3105,female,1,18-30,some
2269,1384,male,0,18-30,hs
2270,2182,male,0,18-30,bachelors
2271,3837,male,0,30-45,masters
2272,2222,female,0,18-30,bachelors
2273,6,female,0,30-45,professional
2274,2486,male,0,45-60,masters
2275,2143,female,1,45-60,hs
2276,1420,female,0,30-45,professional
2277,543,male,0,18-30,professional
2278,3534,female,0,18-30,bachelors
2279,1930,male,0,18-30,masters
2280,2931,female,0,18-30,hs
2281,284,male,0,18-30,bachelors
2282,3966,female,0,45-60,bachelors
2283,3674,male,0,30-45,professional
2284,3985,male,0,45-60,bachelors
2285,329,male,0,18-30,bachelors
2286,1431,female,1,18-30,bachelors
2287,486,male,1,30-45,hs
2288,317,male,0,18-30,bachelors
2289,500,male,0,45-60,professional
2290,510,female,0,30-45,doctorate
2291,2008,female,0,18-30,hs
2292,3891,male,0,18-30,bachelors
2293,1294,male,0,18-30,masters
2294,2109,male,1,30-45,hs
2295,4231,female,1,30-45,hs
2296,3685,male,0,30-45,hs
2297,1653,male,0,18-30,hs
2298,4241,male,1,30-45,masters
2299,3014,male,0,18-30,professional
2300,327,male,1,18-30,professional
2301,2504,female,1,18-30,hs
2302,3636,female,1,18-30,hs
2303,1061,male,1,18-30,bachelors
2304,3556,male,1,18-30,bachelors
2305,1141,female,0,30-45,hs
2306,712,male,0,18-30,hs
2307,1267,male,0,30-45,hs
2308,3159,male,0,18-30,bachelors
2309,4270,male,0,30-45,masters
2310,838,male,0,18-30,bachelors
2311,606,male,0,30-45,professional
2312,2447,male,0,30-45,masters
2313,1028,male,0,18-30,hs
2314,1155,male,0,18-30,professional
2315,2700,female,0,45-60,hs
2316,722,male,0,30-45,hs
2317,3748,female,1,45-60,professional
2318,3424,male,0,18-30,bachelors
2319,304,male,0,18-30,bachelors
2320,4233,male,0,18-30,masters
2321,2734,male,1,18-30,bachelors
2322,2986,male,0,18-30,bachelors
2323,574,male,0,30-45,hs
2324,4058,female,0,18-30,bachelors
2325,4073,female,1,30-45,bachelors
2326,2146,male,0,Under 18,some
2327,2906,female,0,18-30,bachelors
2328,3552,male,0,Under 18,hs
2329,1369,female,0,18-30,professional
2330,4179,female,1,Over 60,bachelors
2331,1198,female,0,18-30,bachelors
2332,253,male,0,18-30,bachelors
2333,3429,female,0,30-45,professional
2334,2030,male,0,18-30,hs
2335,321,male,0,18-30,hs
2336,3817,female,1,45-60,bachelors
2337,197,male,0,18-30,hs
2338,120,female,1,18-30,bachelors
2339,1496,female,1,45-60,hs
2340,1257,male,0,18-30,masters
2341,206,female,0,45-60,professional
2342,1921,male,0,18-30,hs
2343,1449,male,0,18-30,professional
2344,474,male,0,18-30,bachelors
2345,2200,male,0,30-45,hs
2346,493,male,1,30-45,hs
2347,2356,male,1,18-30,bachelors
2348,1107,male,0,18-30,bachelors
2349,502,male,0,30-45,professional
2350,2523,female,0,18-30,masters
2351,2633,male,0,30-45,hs
2352,2464,male,1,18-30,bachelors
2353,3750,male,0,45-60,masters
2354,2045,female,0,18-30,bachelors
2355,2078,female,1,18-30,professional
2356,4007,female,0,18-30,doctorate
2357,2971,male,0,30-45,hs
2358,1831,male,0,18-30,hs
2359,3180,female,1,30-45,hs
2360,823,female,1,30-45,bachelors
2361,1327,female,0,30-45,bachelors
2362,2085,female,0,30-45,bachelors
2363,3087,female,1,18-30,bachelors
2364,3824,male,0,18-30,hs
2365,2101,male,0,18-30,bachelors
2366,3131,male,0,18-30,bachelors
2367,3170,female,0,45-60,bachelors
2368,2163,female,1,,masters
2369,1726,male,0,18-30,professional
2370,3654,male,0,30-45,hs
2371,2231,female,0,30-45,bachelors
2372,4144,female,0,18-30,bachelors
2373,1882,male,0,18-30,bachelors
2374,3112,female,1,45-60,hs
2375,2576,male,0,18-30,masters
2376,2925,male,0,30-45,professional
2377,1676,male,1,30-45,masters
2378,3660,female,1,18-30,hs
2379,2975,female,0,,bachelors
2380,2355,male,1,30-45,professional
2381,2481,male,0,18-30,bachelors
2382,2728,male,0,18-30,masters
2383,1490,male,1,18-30,some
2384,3872,male,0,30-45,professional
2385,2512,male,0,18-30,professional
2386,2054,male,0,18-30,some
2387,251,male,0,18-30,bachelors
2388,3919,male,1,30-45,hs
2389,809,male,1,18-30,masters
2390,2210,male,0,30-45,hs
2391,1919,female,1,45-60,hs
2392,3616,male,0,18-30,hs
2393,1996,male,0,18-30,professional
2394,2527,male,1,30-45,masters
2395,3905,male,0,30-45,hs
2396,2454,female,0,30-45,bachelors
2397,1780,male,0,18-30,bachelors
2398,2244,male,0,18-30,bachelors
2399,736,male,0,30-45,professional
2400,2462,male,0,18-30,bachelors
2401,1710,male,0,18-30,masters
2402,2305,female,0,30-45,bachelors
2403,2510,male,0,30-45,professional
2404,3929,male,0,30-45,bachelors
2405,1129,male,0,18-30,hs
2406,2595,female,0,,bachelors
2407,944,male,0,30-45,masters
2408,3668,male,0,30-45,bachelors
2409,373,male,0,18-30,bachelors
2410,3389,male,0,30-45,masters
2411,2610,male,0,18-30,bachelors
2412,3447,male,0,18-30,bachelors
2413,2689,male,1,18-30,bachelors
2414,2768,male,0,30-45,bachelors
2415,3420,male,0,30-45,masters
2416,3426,female,1,,masters
2417,1001,female,0,18-30,masters
2418,1285,male,0,18-30,bachelors
2419,1440,male,0,18-30,masters
2420,1571,female,0,30-45,hs
2421,1133,male,0,18-30,bachelors
2422,3886,female,0,30-45,hs
2423,3964,male,0,30-45,masters
2424,1476,male,0,18-30,hs
2425,2240,male,0,30-45,professional
2426,3847,female,1,18-30,professional
2427,1295,female,0,18-30,masters
2428,3282,female,0,30-45,bachelors
2429,3675,female,1,30-45,bachelors
2430,4175,male,0,30-45,bachelors
2431,1482,male,0,18-30,hs
2432,843,female,0,30-45,masters
2433,2326,male,0,45-60,bachelors
2434,810,female,0,30-45,hs
2435,1060,male,0,30-45,hs
2436,2175,male,0,30-45,bachelors
2437,1625,male,1,30-45,professional
2438,3930,male,0,18-30,bachelors
2439,2729,female,0,18-30,bachelors
2440,2821,female,0,30-45,bachelors
2441,2660,female,0,18-30,hs
2442,1526,male,0,18-30,masters
2443,911,female,0,Over 60,hs
2444,844,male,1,18-30,professional
2445,4014,male,0,30-45,bachelors
2446,2607,male,0,,hs
2447,796,female,0,18-30,bachelors
2448,1795,female,0,18-30,hs
2449,2409,male,1,18-30,masters
2450,2812,male,0,18-30,hs
2451,955,male,0,18-30,bachelors
2452,2686,female,0,30-45,bachelors
2453,4180,female,1,18-30,bachelors
2454,3869,female,0,18-30,bachelors
2455,743,male,0,18-30,bachelors
2456,2189,female,0,30-45,professional
2457,604,male,0,18-30,bachelors
